"Title","Address","Decision","Decision Date"
"Youngds Inc.","406 N. Trade St., Winston Salem, NC 27101","Denial","11/08/2018"
"Zahin Enterprizes Corp.","641 E. Sugarland Highway, Clewiston, FL 33440","Denial","11/28/2018"
"AP Minimart","702 Orange St.,  Fort Valley, GA 31030","Withdrawal","12/04/2018"
"A&H Pit Stop Inc.","940 High School Ave.,  Columbia, MS 39429","Withdrawal","12/11/2018"
"Belmont General Store","2400 Belmont Road,  Belmont, VT 05730","Civil Money Penalty","12/17/2018"
"Best Packers Meat, Fish & Produce Inc.","310 US Highway 1,  West Palm Beach, FL 33403","Term Disqualification","12/03/2018"
"Bhole Nath LLC","208 Defiance St.,  Wapakoneta, OH 45895","Denial","12/18/2018"
"Bobo Seafood","2800 Montgomery St.,  Savannah, GA 31405","","12/12/2018"
"Briggs Market Inc.","105 S. Briggs St.,  Joliet, IL 60433","Permanent Disqualification","12/12/2018"
"Brock Avenue Market","629 Brock Ave.,  New Bedford, MA 02744","Civil Money Penalty","12/04/2018"
"Bronson Grocery","19 Bronson St.,  Waterbury, CT 06704","Permanent Disqualification","12/11/2018"
"Brother's Fuel Mart Inc.","21000 Kelly Road,  Eastpointe, MI 48021","Denial","12/12/2018"
"B's Wine & Liquor","8121 Madison Ave.,     Suite G-3,  Fair Oaks, CA 95628","Denial","12/06/2018"
"Buddha Food Mart","3501 Miller Ave.,  Fort Worth, TX 76119","Denial","12/19/2018"
"Cajun Seafood #4","7020 Read Blvd.,  New Orleans, LA 70127","Withdrawal","12/10/2018"
"Carbajal Deli","649 E. Main St.,  Waterbury, CT 06702","Permanent Disqualification","12/03/2018"
"Carniceria El Ranchito LLC #2","601 E. Hanna Ave.,  Indianapolis, IN 46227","Term Disqualification","12/10/2018"
"Center City Drive Thru","641 N. Columbus St.,  Lancaster, OH 43130","Withdrawal","12/14/2018"
"Chino's Carniceria","1623 W. Sixth St.,  Los Angeles, CA 90017","Permanent Disqualification","12/11/2018"
"Church Food Mart","935 Portsmouth Blvd.,  Portsmouth, VA 23704","Permanent Disqualification","12/03/2018"
"Corner Food Mart","3247 Truxillo St.,  Houston, TX 77004","Permanent Disqualification","12/17/2018"
"Country Food Mart","2101 Campbell Road,  Houston, TX 77080","Term Disqualification","12/03/2018"
"D&D Deli Grocery LLC","295 Avenue B,  Bayonne, NJ 07002","Denial","12/06/2018"
"Das Foodmart","1084 Katherwood Drive SW,  Atlanta, GA 30310","Permanent Disqualification","12/06/2018"
"Deangely Market","362 Oakville Ave.,  Waterbury, CT 06708","Permanent Disqualification","12/14/2018"
"Deli La Guadalupana Store","394 Highland Ave.,  Clifton, NJ 07011","Denial","12/13/2018"
"Discount Liquor & Food","3256 W. McKinley Ave.,  Fresno, CA 93722","Denial","12/19/2018"
"Ernest Grocery Store","487 Zion St.,  Hartford, CT 06106","Term Disqualification","12/07/2018"
"Esquina Mini Market Inc.","1959 N. 23rd St.,  Philadelphia, PA 19121","Permanent Disqualification","12/04/2018"
"Esquire News","4 E. Main St.,  Freehold, NJ 07728","Denial","12/07/2018"
"F&A Fuel Express Inc.","25875 W. Outer Drive,  Detroit, MI 48217","Term Disqualification","12/18/2018"
"Fairbanks Elm Street Market dba Elm Street Market","130 Elm St.,  Keene, NH 03431","Term Disqualification","12/18/2018"
"Freshh Donuts","1150 N. Riverside Ave.,  Rialto, CA 92376","Withdrawal","12/18/2018"
"Grand Rapids African Market & Store","4140 Division Ave. S,  Grand Rapids, MI 49548","Permanent Disqualification","12/17/2018"
"Hailey Deli Grocery Inc.","824 E. 181st St.,     Front 1,  Bronx, NY 10460","Permanent Disqualification","12/11/2018"
"Hawkeye Meats","1430 SE Cortina Drive,  Ankeny, IA 50021","Withdrawal","12/14/2018"
"HD Petroleum Inc.","5302 N. Wheeling Ave.,  Muncie, IN 47304","Denial","12/14/2018"
"He Xing Grocery Inc.","5802 Fort Hamilton Parkway,  Brooklyn, NY 11219","Term Disqualification","12/18/2018"
"Henry Fast Stop","1045 University Ave.,  Henry, IL 61537","Withdrawal","12/12/2018"
"In Inc.","208 Highway 70 W,  Lenoir City, TN 37771","Denial","12/14/2018"
"JS Atlantic Deli Grocery Inc.","8720 Atlantic Ave.,  Ozone Park, NY 11416","Term Disqualification","12/13/2018"
"K's Buffalo Wings & Seafood","785 Main St.,  Warrenton, GA 30828","Denial","12/06/2018"
"Keshavjivan Corp.","65 Roxbury St.,  Keene, NH 03431","Term Disqualification","12/21/2018"
"Knf Mart Inc.","2651 West Blvd.,  Charlotte, NC 28208","Denial","12/13/2018"
"Lima Mini Mart Inc.","250 S. 52nd St.,  Philadelphia, PA 19139","Permanent Disqualification","12/06/2018"
"Lisenby Ave. Food Mart","1408 W. 23rd St.,  Panama City, FL 32405","Withdrawal","12/19/2018"
"LTK Seafood LLC","2401 Scenic Highway,  Baton Rouge, LA 70802","Withdrawal","12/12/2018"
"M&F Super Deal Inc.","6451 108th St.,  Forest Hills, NY 11375","Term Disqualification","12/17/2018"
"Maas Petroleum Inc.","5930 W. Greenfield Ave.,  Milwaukee, WI 53214","Withdrawal","12/12/2018"
"Mao Deli","127 Academy St.,  Wilkes Barre, PA 18702","Term Disqualification","12/13/2018"
"McHenry 76 & Food Mart","2201 McHenry Ave.,  Modesto, CA 95350","Withdrawal","12/04/2018"
"Mclean Deli Corp.","155 McLean Ave.,  Yonkers, NY 10705","Term Disqualification","12/21/2018"
"Mh Food Mart","3290 W. Northside Drive,  Jackson, MS 39213","Withdrawal","12/04/2018"
"Ms Food Mart","4323 W. Illinois Ave.,  Dallas, TX 75211","Withdrawal","12/12/2018"
"Naka Boutique","2806 Whipple Ave. NW,  Canton, OH 44708","Denial","12/20/2018"
"Natural Supermarket Corp.","612 Nostrand Ave.,  Brooklyn, NY 11216","Permanent Disqualification","12/18/2018"
"Nto Okure Inc.","9311 Lewis and Clark Blvd.,  Saint Louis, MO 63136","Denial","12/12/2018"
"Oak Park Fuel #1","10700 W. 9 Mile Road,  Oak Park, MI 48237","Withdrawal","12/19/2018"
"One Stop Lucky Food Mart","2412 W. Ledbetter Drive,  Dallas, TX 75233","Term Disqualification","12/04/2018"
"Paradise Liquor Market","4674 N. Blackstone Ave.,  Fresno, CA 93726","Withdrawal","12/12/2018"
"Payless 99 Cents & Up Inc.","900 E. Tremont Ave.,  Bronx, NY 10460","Permanent Disqualification","12/04/2018"
"Raceway #744","1804 Farmerville Highway,  Ruston, LA 71270","Withdrawal","12/12/2018"
"Radhika Food Mart","1614 N. Belt W,  Belleville, IL 62226","Withdrawal","12/18/2018"
"Relay Station","6797 Highway 175,  Frierson, LA 71027","Withdrawal","12/19/2018"
"Rochester 1 Inc.","505 Virginia Ave.,  Rochester, PA 15074","Withdrawal","12/04/2018"
"Rogero Food Mart","2019 Rogero Road,  Jacksonville, FL 32211","Term Disqualification","12/17/2018"
"Ruth Meiers Hospitality House","1100 W. Boulevard Ave.,  Bismarck, ND 58501","Withdrawal","12/04/2018"
"S&N Quick Stop LLC","14926 Fm 1458 Road,  Sealy, TX 77474","Denial","12/12/2018"
"Sam's Danfair Express","1101 S. Martin Luther King Jr. Blvd.,  Americus, GA 31719","Withdrawal","12/10/2018"
"Silver Spur Liquor & Gifts","221 N. Virginia St.,  Reno, NV 89501","Withdrawal","12/19/2018"
"Snack 4 Less Inc.","1144 W. Wilson Ave.,  Chicago, IL 60640","Permanent Disqualification","12/17/2018"
"Soto Store","840 Communipaw Ave.,  Jersey City, NJ 07304","Denial","12/18/2018"
"Star Fox Liquor","1015 W. Bloomington Road,  Champaign, IL 61821","Denial","12/13/2018"
"Texaco Food Mart Bammel","12003 Bammel N. Houston Road,  Houston, TX 77066","Withdrawal","12/11/2018"
"The Bread Box","33I&amp;J Estate Smithfield Hannah's Rest Plaza,  Frederick, VI 00840","Withdrawal","12/19/2018"
"Tienda Iniguez","18175 Highway 12,  Sonoma, CA 95476","Permanent Disqualification","12/13/2018"
"T-Mart","11002 Tower Oaks Blvd.  ,     Suite A,  Houston, TX 77065","Withdrawal","12/04/2018"
"Traver Valley Farms Texaco","36005 Highway 99,  Traver, CA 93673","Withdrawal","12/07/2018"
"Two Brothers Mobile Market","135 1/2 Pine St.,  Wellsville, NY 14895","","12/13/2018"
"Universal Tropical Market","7519 N. Oak Trafficway,  Kansas City, MO 64118","Permanent Disqualification","12/14/2018"
"Van Bakery","5409 W. Sunset Blvd.,  Los Angeles, CA 90027","Denial","12/12/2018"
"VNP Inc.","3050 Barataria Blvd.,  Marrero, LA 70072","Denial","12/11/2018"
"Winners Food Mart #5","401 N. Madison Blvd., Roxboro, NC 27573","Withdrawal","12/14/2018"
"Woodruff Handee Mart","415 N. Main St.,  Woodruff, SC 29388","Withdrawal","12/11/2018"
"Woonsocket Convenience Store","575 S. Main St.,  Woonsocket, RI 02895","Term Disqualification","12/10/2018"
"Xpress Lane #103","3103 Saint Paul St.,  Meridian, MS 39301","Withdrawal","12/20/2018"
"A&M Food Mart","4738 Rochester Road,  Royal Oak, MI 48073","Withdrawal","01/29/2019"
"Adams Nice & Fresh","804 S. Main St.,  Belen, NM 87002","Term Disqualification","01/28/2019"
"Al Arabi","8619 Richmond Ave.,  Houston, TX 77063","Civil Money Penalty","01/30/2019"
"Albertville Jet Pep","5743 US Highway 431,  Albertville, AL 35950","Withdrawal","01/29/2019"
"Bills Party Store","2422 Mackinaw St.,  Saginaw, MI 48602","Permanent Disqualification","01/29/2019"
"Buy Rite Liquors","3706 W. Shields Ave.,  Fresno, CA 93722","Withdrawal","01/31/2019"
"BY LO Markets Inc. #3","1154 E. Andrew Johnson Highway,  Morristown, TN 37814","Withdrawal","01/31/2019"
"Cory's Convenience Store","1606 Joseph E Boone Blvd. NW,  Atlanta, GA 30314","Withdrawal","01/30/2019"
"Conoco #19","2401 Chambers Road,  Saint Louis, MO 63136","Withdrawal","01/30/2019"
"Dylan's Corner","15201 Vail Road SE,  Yelm, WA 98597","Civil Money Penalty","01/31/2019"
"Edison Texaco Mini Mart","8101 Edison Highway,  Bakersfield, CA 93307","Permanent Disqualification","01/28/2019"
"Family Best Farm Corp.","346 Utica Ave.,  Brooklyn, NY 11213","Term Disqualification","01/29/2019"
"Food Spot #3","1900 Helena Ave.,  Nederland, TX 77627","Withdrawal","01/29/2019"
"Gas & Food Mart","2385 W. 84th Ave., Federal Heights, CO 80260","Civil Money Penalty","01/29/2019"
"Graham's Party Store","15801 Plymouth Road,  Detroit, MI 48227","Permanent Disqualification","01/31/2019"
"Habtom Tesfay","1713 Pierce St.,  Sioux City, IA 51105","Denial","01/30/2019"
"J&C Market","99 E. Tennessee Ave.,  Oak Ridge, TN 37830","Withdrawal","01/29/2019"
"Jarek's Market","362 5th St.,  Fall River, MA 02721","Withdrawal","01/31/2019"
"Jomow International Market Inc.","188 Grant St.,  Buffalo, NY 14213","Civil Money Penalty","01/29/2019"
"Kings Bridge Market Inc.","30 W. Kingsbridge Road,  Bronx, NY 10468","Term Disqualification","01/28/2019"
"Li's Market","1601 S. Eighth St.,  Philadelphia, PA 19148","Permanent Disqualification","01/30/2019"
"MK Green Inc.","1801 6th Ave. SE,  Decatur, AL 35601","Denial","01/31/2019"
"Quickstop #2","192 Eighth St.,  Helena, GA 31037","Withdrawal","01/30/2019"
"SGPL Gas & Grocery","26010 Pacific Highway S, Kent, WA 98032","Civil Money Penalty","01/31/2019"
"Super Star K","4100 W. Oakland Park Blvd.,  Lauderdale Lakes, FL 33313","Withdrawal","01/31/2019"
"Sylvester Express","102 E. Franklin St.,  Sylvester, GA 31791","Denial","01/31/2019"
"The Corner Store","525 W. Ben White Blvd., Austin, TX 78704","Withdrawal","01/31/2019"
"Zamzam Groceries & Halal Meat","8800 Commerce Court,     Units 102 103,  Manassas, VA 20110","Term Disqualification","01/30/2019"
"20/20 Deli","1120 Southern Blvd., Bronx, NY 10459","Term Disqualification","02/22/2019"
"24 Hour Market & Deli","130 128th St. SE, Everett, WA 98208","Withdrawal","02/28/2019"
"210 Supermarket Corp./210 Supermarket","210 Soundview Ave., Bronx, NY 10473","Permanent Disqualification","02/26/2019"
"Alegria Deli Grocery","112 Nagle Ave., New York, NY 10040","Permanent Disqualification","02/14/2019"
"Alexandra Deli & Grocery LLC","79 Saratoga Ave., Brooklyn, NY 11233","Term Disqualification","02/12/2019"
"Ali Pack Corp.","2140 Fairburn Road, Douglasville, GA 30135","Withdrawal","02/04/2019"
"Asal LLC","741 St. Helens Ave., Tacoma, WA 98402","Denial","02/20/2019"
"Avalon Food Mart","2425 N. Richmond Road, Wharton, TX 77488","Permanent Disqualification","02/06/2019"
"B's Grocery Corp.","2434 Creston Ave., Bronx, NY 10468","Term Disqualification","02/05/2019"
"Baba Ghannouj","661 Washington St., Attleboro, MA 02703","Denial","02/06/2019"
"Bazyani Market & Bakery","5220 Bethel Center Mall, Columbus, OH 43220","Denial","02/07/2019"
"BJ & L's","785  W. Cypress St., Cary, MS 39054","Denial","02/13/2019"
"Cakes By Cynthia","3531 Washington Blvd.,     Suite 102, Halethorpe, MD 21227","Denial","02/20/2019"
"Caldwell's Quick Stop Grocery","474 W. Peebles Road, Memphis, TN 38109","Permanent Disqualification","02/21/2019"
"Casa Thai Market","3020 16th St., San Francisco, CA 94103","Term Disqualification","02/07/2019"
"Chawkhlei Asian Grocery LLC","1043 Pedigo Way,     Suite 44, Bowling Green, KY 42103","Denial","02/20/2019"
"Chin Myohtaw Asian Market","7030 Madison Ave., Indianapolis, IN 46227","Permanent Disqualification","02/13/2019"
"Citgo","41  Franklin St., Westfield, MA 01085","Denial","02/08/2019"
"Classic Deli Corp.","125  Kingston Ave., Brooklyn, NY 11213","Permanent Disqualification","02/07/2019"
"Crown Grocery Store","3721  S Hanover St., Brooklyn, MD 21225","Permanent Disqualification","02/20/2019"
"Dirt Cheap Liquor & Grocery","3608 Willow Pass Road,  Concord, CA 94519","Withdrawal","02/13/2019"
"Dollar World Market #3","1201 Columbus St.,  Bakersfield, CA 93305","Denial","02/13/2019"
"El 7 Mares","2727 E. Cesar E Chavez Ave.,  Los Angeles, CA 90033","Withdrawal","02/28/2019"
"Elite Market LLC #6","3332 Main St.,  Pikeville, TN 37367","Withdrawal","02/21/2019"
"Elmore Grocery & Package Store","1304 Al Highway 143, Elmore, AL 36025","Permanent Disqualification","02/22/2019"
"Express Market LLC","375 Grandview Ave.,  Waterbury, CT 06708","Permanent Disqualification","02/28/2019"
"Family 1st Deli Corp.","2105 1st Ave.,  New York, NY 10029","Term Disqualification","02/22/2019"
"Family Discount Beverage","5027 15th St. E,  Bradenton, FL 34203","Withdrawal","02/08/2019"
"Fifth Ave Foodmart","3101 W. 5th Ave.,  Gary, IN 46406","Withdrawal","02/08/2019"
"Flowers Baking Co. of Jacksonville","1959 Lane Ave. S,  Jacksonville, FL 32210","Withdrawal","02/22/2019"
"Four Brothers","1975 Madison Ave. SE,  Grand Rapids, MI 49507","Withdrawal","02/04/2019"
"Git-n-split","1705 SW Frank Phillips Blvd.,  Bartlesville, OK 74003","Denial","02/04/2019"
"Guaba Deli Grocery Corp.","774 E. 149th St., Bronx, NY 10455","Term Disqualification","02/04/2019"
"H&S Market","304 S. Main Ave., Dyersburg, TN 38024","Withdrawal","02/11/2019"
"Harmony Trip","1532 S. Broad St., Monroe, GA 30655","Withdrawal","02/19/2019"
"Holyoke Market","648 High St., Holyoke, MA 01040","Denial","02/04/2019"
"Hyuns Food Market","4132 Lancaster Ave., Philadelphia, PA 19104","Permanent Disqualification","02/28/2019"
"J&J General Stores Inc.","233 Port Richmond Ave., Staten Island, NY 10302","Term Disqualification","02/21/2019"
"Juan Supermarket","61 Riverdale Ave., Yonkers, NY 10701","Term Disqualification","02/26/2019"
"Kaps Market","1128 Fort Benning Road, Columbus, GA 31903","Withdrawal","02/06/2019"
"King of Nablus Sweets","1035 Broadway, El Cajon, CA 92021","Denial","02/21/2019"
"KS Market","16 E. Sierra St., Portola, CA 96122","Permanent Disqualification","02/01/2019"
"La Mexicana Fruit & Grocery Corp.","1322 Jerome Ave., Bronx, NY 10452","Term Disqualification","02/04/2019"
"La Rosa LLC","615 N. Jefferson Ave., Eatonton, GA 31024","Permanent Disqualification","02/21/2019"
"Living Water","1130 S. Western Ave., Los Angeles, CA 90006","Permanent Disqualification","02/25/2019"
"Louisiana Atlanta Seafood Market","3565 Martin Luther King Jr. Dr. SW,     Suite 1, Atlanta, GA 30331","Withdrawal","02/27/2019"
"M&A Seafood","2080 Nickerson Blvd., Hampton, VA 23663","Denial","02/20/2019"
"Mega Fuel 11","3003 Spears Road, Houston, TX 77067","Permanent Disqualification","02/05/2019"
"Mex Express Multiservices","508 S. 7th St., Vineland, NJ 08360","Permanent Disqualification","02/21/2019"
"Midway Market 4","415 Highway 51 S, Covington, TN 38019","Denial","02/05/2019"
"Molly & Mo Store","2105 Alabama Ave. SE, Washington, DC 20020","Denial","02/25/2019"
"Mountain Drive Thru","481 Springmill St., Mansfield, OH 44903","Withdrawal","02/15/2019"
"Third Ave Chevron","4101 Third Ave. S, Birmingham, AL 35222","","02/22/2019"
"20/20 Seafood Restaurant & Market #2","4645 Greenwood Road,  Shreveport, LA 71109","Withdrawal","02/22/2019"
"199 Linden Deli Grocery","19913 Linden Blvd.,  Saint Albans, NY 11412","Term Disqualification","02/25/2019"
"African Mini Market Inc.","4737 Frankford Ave.,  Philadelphia, PA 19124","Term Disqualification","02/28/2019"
"Agua Azul Deli Grocery Corp.","35 Sherman Ave.,     Front 1,  New York, NY 10040","Permanent Disqualification","02/21/2019"
"Ampm  81956 dba ABZ Inc. #81956","6001 Long Beach Blvd., Long Beach, CA 90805","Term Disqualification","02/19/2019"
"Baps Foods LLC","5879 W. Oglethorpe Highway,  Hinesville, GA 31313","Denial","02/19/2019"
"Betty Food Mart","33867 US Highway 280,  Childersburg, AL 35044","Withdrawal","02/11/2019"
"Blue Star Chevron","610 N. 300 W,  Salt Lake City, UT 84103","Permanent Disqualification","02/19/2019"
"Bob's Quick Mart dba PMK Enterprises Inc.","1805 Brownsferry St., Athens, AL 35611","Withdrawal","02/25/2019"
"Cajun Seafood #3","1479 N. Claiborne Ave.,  New Orleans, LA 70116","Withdrawal","02/19/2019"
"CJ's Foodmart LLC","312 Alamaha St,.,     Suite C,  Kahului, HI 96732","","02/21/2019"
"Dollar Plus Foods Market Inc.","3302 Annapolis Road,  Baltimore, MD 21230","Denial","02/07/2019"
"Dollar USA Plus","219 Fortner St.,  Dothan, AL 36301","Denial","02/04/2019"
"EZ Market","10522 Highway 62,     Suite A,  Eagle Point, OR 97524","","02/27/2019"
"Fond du Lac Supermarket","2709 N. 28th St.,  Milwaukee, WI 53210","Civil Money Penalty","02/22/2019"
"Franchiany Supermarket Inc.","18-20 N. Broad St.,  Trenton, NJ 08608","Withdrawal","02/27/2019"
"Front Street Mini Mart","428 E. Front St.,  Buttonwillow, CA 93206","Withdrawal","02/20/2019"
"Gas Express LLC","1704 Abutment Road,  Dalton, GA 30721","Denial","02/13/2019"
"Hamir Food & Discount Inc.","1673 Macombs Road,  Bronx, NY 10453","Denial","02/25/2019"
"Hi-way Express dba AZA 786 LLC","2515 E. Silver Springs Blvd.,  Ocala, FL 34470","Denial","02/19/2019"
"J&R Food Mart","1473 Corning Ave.,  Memphis, TN 38127","Permanent Disqualification","02/11/2019"
"Krauszer's Food Store","978 Saint Georges Ave.,  Rahway, NJ 07065","Term Disqualification","02/25/2019"
